price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,age
10900,36,6701,0,3,0,62905.0,0,0,1,2,9,9,7.0
16900,16,9851,3,5,2,57000.0,0,0,1,1,2,8,27.0
23400,8,2203,3,6,2,24000.0,1,0,2,1,9,5,2.0
5500,10,4959,2,5,2,98000.0,0,0,1,2,9,0,7.0
15995,35,8721,0,3,2,95311.0,0,0,2,2,8,10,5.0
2390,7,6966,0,3,2,173000.0,0,1,1,0,4,5,18.0
11995,8,2190,0,5,2,87028.0,0,0,2,1,9,0,6.0
9495,35,6888,2,3,3,78699.0,0,0,1,2,4,10,9.0
4300,5,8595,0,6,2,67770.0,0,0,1,1,9,10,19.0
9999,10,3641,0,6,2,110700.0,0,0,0,1,0,10,9.0
4800,2,1123,2,3,2,95000.0,0,0,1,1,9,10,12.0
999,30,40,0,6,2,37000.0,0,0,0,1,10,0,3.0
6900,14,9294,0,3,2,44.0,0,0,1,1,0,3,13.0
7990,17,2469,0,3,2,49330.0,0,0,1,1,0,9,10.0
2499,17,5893,0,5,2,160000.0,0,0,0,1,0,0,17.0
7999,3,659,0,5,2,86000.0,0,0,0,2,9,5,10.0
20999,27,9000,2,6,2,96856.0,0,0,0,1,10,10,6.0
13999,30,110,2,6,2,199151.0,0,0,2,1,10,0,10.0
10000,5,3512,0,6,2,192702.0,0,0,0,1,0,0,9.0
19990,7,9070,3,5,2,30000.0,4,0,1,1,5,8,5.0
8900,18,6565,0,3,2,61590.0,0,0,1,2,9,9,9.0
8000,23,8283,2,6,2,145000.0,0,0,2,2,2,10,23.0
15500,23,1809,0,6,2,46000.0,0,0,2,2,2,9,17.0
1200,11,3411,0,5,2,100000.0,2,0,0,2,0,10,14.0
8000,10,4386,2,6,2,153000.0,0,0,0,1,8,1,19.0
18378,35,9344,0,5,2,74056.0,0,0,2,1,10,9,7.0
14495,13,2275,0,3,2,29220.0,0,0,1,2,9,10,3.0
19500,6,2447,0,5,2,72000.0,0,0,0,2,8,10,5.0
17995,30,40,3,6,2,167361.0,0,0,0,1,8,10,6.0
3500,18,1428,2,5,2,119100.0,0,0,1,1,9,0,16.0
10499,23,1769,0,5,2,112212.0,0,0,0,1,0,0,9.0
7500,35,5382,2,5,2,109175.0,0,0,0,1,0,1,15.0
3500,3,622,0,5,2,130000.0,0,0,0,2,9,1,12.0
4700,35,2035,2,3,2,142000.0,0,0,1,0,9,9,11.0
4500,13,2275,0,3,2,168500.0,0,0,1,0,3,8,15.0
3300,27,1374,2,3,2,200000.0,0,0,1,2,9,9,13.0
3500,7,6686,0,5,2,159000.0,0,0,1,1,9,1,13.0
17500,10,4636,2,6,0,72000.0,0,0,0,1,10,10,11.0
9000,23,1683,0,5,2,99000.0,0,0,2,2,2,9,15.0
7250,5,8550,0,5,2,120000.0,0,0,2,1,0,0,10.0
3200,10,3723,2,5,2,192658.0,0,0,0,1,10,4,18.0
3800,18,8462,2,3,2,177709.0,0,0,1,2,4,1,9.0
4200,18,8425,2,5,2,156438.0,0,0,1,2,0,9,13.0
7600,13,1264,2,3,2,119101.0,0,0,1,2,9,1,8.0
7900,14,8342,3,3,2,21000.0,4,0,1,1,9,2,5.0
13500,36,6701,0,3,0,38509.0,0,0,1,2,9,1,6.0
10500,4,5759,0,6,3,69000.0,5,0,1,1,9,3,8.0
10500,4,5750,0,6,3,68000.0,5,0,1,1,9,3,8.0
3800,10,3239,2,6,2,176000.0,0,0,1,1,11,10,21.0
9995,27,1419,3,3,2,64900.0,4,0,1,1,9,9,3.0
19900,36,9046,0,5,0,66344.0,0,0,0,2,0,0,8.0
7000,4,7265,0,6,2,70000.0,5,0,1,1,9,9,9.0
6999,3,458,3,5,2,98000.0,0,0,0,2,9,0,10.0
14250,11,7847,3,6,2,55443.0,4,0,0,1,10,0,11.0
12995,6,2686,0,3,2,38821.0,0,0,1,0,9,10,2.0
17900,20,7682,0,6,2,48000.0,0,0,2,2,2,10,18.0
6950,35,7815,0,5,2,128432.0,0,0,1,2,5,1,13.0
5650,8,2921,3,3,2,126423.0,5,0,1,2,9,9,7.0
22500,17,9662,0,5,2,79500.0,0,0,0,2,0,8,7.0
6200,23,1773,0,6,2,172000.0,0,0,0,1,0,0,14.0
13995,30,290,2,5,0,348113.0,0,0,0,1,10,5,13.0
13995,10,3852,2,6,2,180260.0,0,0,0,1,10,10,8.0
2950,10,4189,2,6,2,175777.0,0,0,0,1,8,10,13.0
9250,23,2397,0,5,2,78424.0,0,0,1,2,2,10,12.0
5990,18,4863,0,3,2,110000.0,0,0,1,2,9,9,6.0
5990,35,2552,0,3,2,127000.0,0,0,1,2,9,9,7.0
8550,35,2552,0,3,2,109000.0,0,0,1,2,9,8,5.0
2750,5,2943,2,6,2,67870.0,0,0,2,1,9,10,17.0
6500,11,3413,2,6,2,144000.0,0,0,0,1,0,9,12.0
2350,22,1045,2,5,2,180000.0,0,0,1,2,9,0,16.0
5500,13,1264,2,3,2,122000.0,0,0,1,1,9,9,9.0
5000,35,6894,0,3,3,168000.0,0,0,1,0,4,8,8.0
4500,35,6888,0,3,3,208000.0,0,0,1,0,4,10,10.0
5299,10,3536,0,5,2,125786.0,0,0,1,2,0,10,12.0
6400,35,855,0,5,2,143000.0,0,0,0,1,0,5,15.0
8500,14,3299,2,3,2,77000.0,0,0,1,0,9,2,7.0
775,10,8874,1,5,2,109655.0,0,0,1,2,9,5,17.0
2000,6,8030,2,6,2,270000.0,0,0,2,1,8,7,27.0
9000,21,6083,0,6,2,174500.0,0,0,0,1,8,0,14.0
14500,35,8721,2,5,2,82000.0,5,0,0,1,8,9,7.0
5499,6,376,2,6,2,52773.0,0,0,0,1,10,10,20.0
22999,6,8030,0,6,2,37558.0,0,0,2,1,10,0,1.0
3999,5,3507,0,6,2,250429.0,0,0,0,1,0,5,15.0
7500,18,8446,0,3,2,97147.0,0,0,1,3,0,4,9.0
4950,22,2831,0,3,2,77296.0,0,0,0,2,0,0,12.0
3600,3,566,0,5,2,93000.0,0,0,2,2,9,0,16.0
35900,17,9599,0,5,2,43300.0,0,0,0,2,0,10,4.0
3500,36,5584,2,3,2,149208.0,0,0,1,1,9,5,14.0
3800,27,1374,0,3,2,157000.0,0,0,1,1,9,5,11.0
1600,6,1996,1,5,2,138000.0,0,0,1,0,3,0,21.0
30000,4,2128,0,3,2,2300.0,0,0,1,0,2,8,1.0
5500,23,1773,2,6,2,115000.0,0,0,0,1,0,0,14.0
1700,10,7132,2,3,2,207000.0,0,0,1,1,8,0,17.0
7500,27,7773,3,3,2,17000.0,4,0,1,2,9,9,3.0
12495,5,8550,3,5,2,91458.0,0,0,0,1,0,9,8.0
19995,15,7022,3,5,2,21095.0,0,0,2,2,3,0,6.0
18995,3,902,3,5,2,86976.0,0,0,0,0,9,1,6.0
6995,35,2039,3,3,2,114584.0,0,0,1,0,9,3,13.0
15495,30,40,3,6,2,67934.0,0,0,2,1,10,9,7.0
11995,33,4790,3,3,2,124164.0,0,0,0,1,0,5,6.0
14995,10,7132,3,5,2,74722.0,0,0,0,1,10,6,9.0
4995,7,7706,3,5,2,113287.0,0,0,1,2,2,9,12.0
3295,32,7679,3,3,2,82061.0,0,0,1,2,3,0,18.0
5495,35,9928,3,3,2,108295.0,0,0,1,0,9,3,11.0
6995,24,6070,3,5,2,133897.0,0,0,0,1,0,3,10.0
4995,24,7606,3,5,2,100089.0,0,0,1,0,9,1,12.0
23500,11,1972,2,5,0,62000.0,0,0,2,1,10,10,15.0
22500,6,1949,2,5,0,145111.0,1,0,0,1,10,10,12.0
3750,17,9636,2,5,2,120098.0,0,1,0,2,0,4,25.0
4900,35,2552,0,3,2,132000.0,0,0,1,1,9,9,11.0
12999,20,2758,3,3,2,91000.0,0,0,1,1,4,2,7.0
4500,23,1705,2,5,2,140000.0,0,0,0,1,9,5,13.0
4900,8,2894,2,6,2,127900.0,0,0,0,1,8,5,14.0
8400,6,8606,2,6,2,190000.0,5,0,0,1,0,0,9.0
3795,7,9070,2,5,2,133748.0,0,0,1,1,5,8,13.0
4450,22,430,2,3,2,160883.0,0,0,1,1,9,5,10.0
3999,10,3852,2,6,2,128031.0,0,0,0,1,8,8,23.0
2200,37,9802,2,4,2,160197.0,0,0,0,1,0,5,14.0
5995,33,5499,0,3,2,115000.0,0,0,0,0,4,1,11.0
2000,17,5242,1,5,2,166385.0,0,0,0,2,7,0,18.0
6900,13,1322,0,3,2,102000.0,0,0,1,1,9,9,8.0
22500,30,40,0,5,0,120505.0,0,0,0,1,8,0,5.0
3500,11,3411,0,6,2,153000.0,0,0,0,1,0,0,15.0
3500,10,3187,0,6,2,232000.0,0,0,2,1,11,10,15.0
2200,6,5434,0,5,2,92000.0,0,0,1,1,9,9,17.0
2000,6,6812,1,6,2,229000.0,0,1,0,1,8,4,26.0
1890,27,6774,2,5,2,136230.0,0,1,0,1,0,8,22.0
33000,23,5162,0,5,2,58232.0,0,0,0,2,0,9,3.0
4888,13,6847,0,5,2,160493.0,0,0,0,2,0,0,14.0
4588,24,6205,0,3,2,142383.0,0,0,1,0,9,0,10.0
13000,15,4996,0,5,2,109350.0,0,0,2,2,0,9,7.0
3300,6,9128,0,5,2,113403.0,0,0,0,1,0,8,15.0
200,27,7357,3,7,2,11900.0,0,0,0,1,0,9,2.0
7388,7,9061,0,5,2,94261.0,0,0,1,1,5,0,6.0
14000,35,2537,3,3,2,60000.0,0,0,1,0,9,0,4.0
5299,13,2296,0,3,2,156000.0,0,0,1,3,3,0,10.0
4000,33,4790,2,3,2,131140.0,0,0,0,2,0,8,15.0
12000,3,9730,0,5,2,78000.0,0,0,0,1,0,1,9.0
8700,10,4448,2,6,2,77800.0,0,0,0,1,8,1,12.0
9000,13,1302,2,3,2,118000.0,0,0,1,2,9,2,7.0
10000,3,990,0,6,2,96000.0,0,0,2,2,9,0,17.0
10300,35,2537,0,3,2,58000.0,0,0,1,1,9,5,6.0
8500,13,2275,0,3,2,100000.0,0,0,1,1,9,9,7.0
3299,6,9122,0,6,2,136722.0,0,0,0,2,0,0,13.0
6500,7,9061,2,5,2,117400.0,0,0,0,1,5,0,6.0
4200,10,4059,2,6,2,106000.0,0,0,0,1,8,8,19.0
12500,35,9308,2,6,2,157500.0,0,0,0,1,8,5,9.0
5500,14,3304,0,3,2,129650.0,0,0,1,2,9,8,9.0
9200,10,4068,0,6,2,61227.0,0,0,2,1,8,5,18.0
8999,6,3446,0,3,2,99304.0,0,0,0,1,0,9,8.0
5995,27,9531,0,3,2,51500.0,0,1,1,3,9,0,4.0
4300,13,6848,2,5,2,162000.0,0,0,0,2,0,1,14.0
4500,35,2035,0,3,2,135000.0,0,0,0,1,9,10,13.0
6495,10,3895,0,6,2,178763.0,0,0,0,1,8,1,16.0
20900,30,45,0,6,2,17300.0,4,0,0,1,8,8,2.0
26995,20,6518,0,3,2,65685.0,0,0,0,2,0,0,5.0
9500,18,6571,0,3,2,67729.0,0,0,1,2,9,0,5.0
7995,8,2921,0,3,2,63052.0,0,0,1,2,9,0,4.0
8995,10,4959,0,3,2,99995.0,0,0,1,2,9,1,4.0
11995,35,2046,3,3,2,22895.0,4,0,1,2,9,0,3.0
9495,14,8366,0,3,2,58587.0,0,0,1,1,9,5,7.0
4750,10,3852,2,6,2,220000.0,0,0,0,1,8,4,16.0
2500,10,4552,1,6,0,320000.0,0,0,0,1,8,1,17.0
23500,10,4253,0,6,2,120000.0,0,0,0,1,8,1,7.0
7000,35,2552,3,3,2,128000.0,0,0,1,0,9,0,7.0
6900,6,8028,2,6,2,136300.0,0,0,2,1,8,10,14.0
5270,0,7346,0,5,2,103000.0,0,0,1,2,9,10,14.0
7500,21,9079,0,6,2,56800.0,0,0,2,1,9,2,16.0
2800,4,2165,0,5,2,173400.0,0,0,2,1,9,9,19.0
2000,13,2332,2,3,2,211734.0,0,1,2,2,9,9,14.0
6000,7,9061,2,5,2,129000.0,0,0,1,1,5,0,11.0
5999,21,9083,2,6,2,216310.0,0,0,0,1,7,9,15.0
10800,17,9599,2,5,2,165000.0,0,0,0,2,0,4,11.0
7700,2,7566,2,0,2,118000.0,0,0,0,1,9,9,12.0
1900,6,6035,0,5,2,130000.0,0,0,1,2,9,9,19.0
10800,18,8446,0,3,2,70755.0,0,0,1,2,0,9,4.0
18995,17,9624,3,5,2,42000.0,4,0,0,1,10,11,5.0
10999,10,6406,0,6,2,75000.0,0,1,2,1,3,5,19.0
14500,6,6054,3,3,2,12120.0,0,0,1,1,9,3,4.0
1400,17,5229,2,5,2,159516.0,0,0,0,1,0,4,25.0
1900,35,1545,0,5,2,137000.0,0,0,1,1,9,5,21.0
14588,10,3695,2,5,2,153445.0,0,0,0,1,0,10,7.0
10588,27,6099,2,5,2,102300.0,0,0,2,0,9,9,7.0
8500,10,6406,0,6,2,82400.0,0,1,2,2,3,8,23.0
7300,18,6565,0,3,2,56000.0,4,0,1,1,9,5,5.0
8100,27,6322,2,5,2,118546.0,0,0,0,0,12,10,13.0
25000,6,8028,0,6,0,176700.0,0,0,0,1,10,1,12.0
4000,27,6099,2,5,2,130062.0,0,0,1,1,9,9,13.0
8900,35,8721,0,5,2,213000.0,0,0,2,2,8,9,13.0
2500,5,2943,0,6,2,112000.0,0,0,1,1,9,10,26.0
2995,27,4900,0,3,2,191000.0,0,1,2,0,8,1,19.0
10988,35,2537,2,3,2,84864.0,0,2,0,0,9,8,7.0
13988,17,7289,2,3,2,67926.0,0,0,0,1,0,0,5.0
20988,10,3852,2,5,2,85310.0,0,0,0,1,10,1,6.0
24250,30,40,0,6,2,26500.0,1,0,0,1,8,5,5.0
8000,7,2655,5,5,2,20900.0,5,1,2,0,3,3,14.0
6400,35,6901,3,3,2,132.0,0,0,1,1,4,0,9.0
2900,6,8605,2,6,2,241000.0,0,0,2,1,5,0,18.0
10800,10,3736,3,5,2,114.0,0,0,2,1,0,10,7.0
10800,3,9757,3,5,2,118.0,0,0,0,1,0,1,9.0
6350,13,2612,0,3,2,135000.0,0,0,0,2,0,9,15.0
11500,10,3900,3,6,2,193500.0,0,0,0,1,8,0,10.0
12900,35,8731,2,5,2,16000.0,5,0,0,1,8,1,3.0
17999,10,4353,0,5,2,129464.0,0,0,0,1,8,10,7.0
9999,30,110,2,6,2,166841.0,0,0,0,1,8,1,13.0
5500,35,2044,0,3,2,130500.0,0,0,1,2,9,4,13.0
9999,17,5240,3,5,2,116800.0,0,0,2,1,0,5,8.0
9397,33,6634,0,3,2,179422.0,0,0,0,1,0,8,7.0
5700,27,9506,3,3,2,84500.0,0,0,1,3,4,9,5.0
4999,6,6035,3,5,2,130200.0,0,0,1,2,9,0,8.0
2999,10,3621,0,6,2,211657.0,0,0,2,1,0,10,19.0
16499,21,6249,3,5,2,83301.0,0,0,0,1,0,0,5.0
19999,30,110,0,6,2,112170.0,0,0,0,1,10,0,7.0
8999,30,186,3,6,2,230000.0,0,0,2,1,10,9,7.0
4500,8,6467,2,5,2,124000.0,0,0,2,2,0,5,9.0
4999,10,8856,3,5,2,169000.0,0,0,1,1,9,1,10.0
18499,30,40,0,6,2,79771.0,0,0,0,1,10,8,7.0
3800,6,5446,0,5,2,131500.0,0,0,1,2,9,0,9.0
8999,13,7311,3,5,2,200000.0,0,0,0,1,10,9,8.0
6999,2,1221,3,6,2,135800.0,0,0,0,1,9,5,13.0
5500,22,430,3,3,2,83900.0,0,1,1,2,9,5,8.0
3900,35,2067,2,3,2,148000.0,0,0,1,2,9,0,17.0
5000,26,6214,0,2,2,52000.0,0,0,1,3,4,5,5.0
6999,27,1386,0,3,2,141500.0,0,0,1,1,9,2,4.0
12999,30,290,2,6,2,183763.0,0,0,0,1,8,10,21.0
6999,35,2552,3,3,2,107200.0,0,0,1,2,9,5,8.0
5000,6,8394,0,3,2,99500.0,0,0,1,2,4,0,8.0
2700,13,1322,2,3,2,158000.0,0,0,1,1,9,0,16.0
23455,6,3767,0,6,2,42048.0,0,0,2,1,11,10,2.0
17999,30,40,0,6,2,72500.0,0,0,0,1,10,6,7.0
8376,33,4821,2,3,2,187964.0,0,0,0,2,0,1,11.0
7950,9,922,0,3,2,67123.0,0,1,1,0,4,6,7.0
16950,5,3507,0,6,2,129.0,0,0,0,1,0,8,9.0
3500,28,5198,0,5,2,103000.0,0,0,1,2,3,10,15.0
20995,33,4790,0,3,2,57000.0,0,0,0,2,0,9,3.0
33000,6,8028,0,6,2,37247.0,0,0,0,1,10,0,5.0
1900,33,6594,1,3,2,192000.0,0,0,0,0,12,4,19.0
1800,10,3108,2,6,2,211000.0,0,0,2,1,11,4,21.0
5900,20,5339,0,6,2,199000.0,0,0,0,1,0,10,16.0
11500,30,77,0,5,2,116000.0,0,0,2,1,10,10,6.0
14400,30,40,0,5,2,60000.0,0,0,2,1,8,1,5.0
5400,27,7357,0,3,2,124000.0,0,0,1,2,0,9,7.0
12000,6,8112,0,6,2,130000.0,0,0,0,1,8,5,14.0
18975,10,3852,3,5,2,94208.0,0,0,2,1,10,10,6.0
12700,35,8721,3,3,2,108565.0,0,0,2,2,8,10,5.0
16250,35,8721,3,3,2,85795.0,0,0,2,2,8,10,4.0
6600,18,8502,3,5,2,59725.0,0,0,1,2,0,2,14.0
14950,10,3852,3,5,2,94265.0,0,0,2,1,8,10,3.0
12600,6,8030,3,6,3,104425.0,0,0,2,1,8,10,10.0
8995,27,4926,0,5,2,100000.0,0,1,0,1,10,9,19.0
16500,11,7649,2,6,2,30000.0,4,0,2,1,10,10,3.0
3000,35,2044,2,3,2,170700.0,0,0,1,2,9,8,11.0
2500,10,4181,2,5,2,117000.0,0,0,0,2,10,4,26.0
19488,5,8550,2,5,2,38632.0,0,0,2,1,0,0,6.0
8499,36,5584,3,3,2,55000.0,0,0,1,2,9,5,3.0
9900,35,9308,0,6,2,245000.0,0,0,2,1,10,8,10.0
34988,10,3271,2,5,2,6203.0,0,0,0,1,0,1,1.0
6000,7,539,0,5,2,80500.0,0,0,0,1,9,0,12.0
3150,20,5305,0,6,2,211000.0,0,0,2,1,9,9,17.0
2500,35,8769,2,3,2,200000.0,0,0,2,2,10,10,22.0
5995,6,5452,0,5,2,118000.0,0,0,1,1,9,10,7.0
7500,36,6702,3,3,2,123827.0,0,0,1,1,9,8,5.0
10900,11,7852,0,6,2,173000.0,0,0,0,1,8,0,9.0
5995,6,6035,3,3,2,100000.0,0,0,2,1,9,9,6.0
4700,3,971,2,5,2,150000.0,0,0,2,1,9,1,12.0
10500,11,7848,0,6,2,270000.0,0,0,0,1,8,0,15.0
18250,14,5737,3,3,2,7000.0,0,0,1,0,0,0,2.0
6000,6,8379,0,3,2,47363.0,0,1,1,0,4,9,6.0
29000,3,1041,3,6,2,29080.0,1,0,0,1,3,0,7.0
28500,6,9140,3,6,2,13831.0,0,0,0,2,0,0,14.0
199,14,8342,0,5,2,88590.0,0,0,0,1,9,5,7.0
1000,13,2296,1,3,2,130000.0,0,0,1,0,9,5,15.0
3200,18,8477,2,3,2,176367.0,0,0,1,0,9,8,11.0
5200,3,953,2,3,2,104000.0,4,0,0,1,9,1,8.0
5500,8,6447,0,3,2,120000.0,0,1,1,0,9,6,15.0
2995,37,7568,2,4,2,148000.0,0,0,1,2,9,4,15.0
5500,0,2364,0,5,2,115400.0,0,1,1,2,3,0,17.0
4300,13,4693,2,3,2,163000.0,0,0,1,0,4,0,12.0
12500,17,9599,0,5,2,108900.0,0,0,2,1,0,11,12.0
25555,13,6552,3,5,2,21000.0,4,2,1,2,5,5,2.0
8750,10,3728,0,6,2,131142.0,0,0,0,2,10,2,13.0
5900,35,2035,0,3,2,206793.0,0,0,1,2,9,10,12.0
1100,10,3120,2,5,2,274911.0,0,0,2,1,11,10,20.0
6900,5,2769,2,5,2,196630.0,1,0,1,1,12,3,10.0
14000,23,1769,2,5,2,89000.0,0,0,0,1,0,0,10.0
5500,8,5672,0,5,2,156000.0,0,0,1,1,0,9,9.0
7000,30,46,0,6,2,112000.0,0,0,0,1,8,0,13.0
650,6,1926,1,6,2,127367.0,0,0,2,1,8,10,27.0
18000,6,8123,0,6,2,103000.0,0,0,0,1,8,5,8.0
13900,11,300,0,6,2,125000.0,0,0,0,1,10,10,7.0
18900,11,7906,0,6,2,181000.0,0,0,0,1,10,10,5.0
4200,13,2275,2,3,2,176800.0,0,0,1,0,9,0,11.0
4900,21,6429,3,6,2,114000.0,0,0,0,1,0,8,17.0
17000,5,3533,2,6,2,96624.0,0,0,0,1,0,0,8.0
21900,6,681,2,6,2,158000.0,0,0,0,1,10,10,5.0
14900,6,329,0,6,2,142000.0,0,0,0,1,8,10,8.0
12500,9,908,0,3,2,53600.0,0,1,1,0,4,10,6.0
9500,13,1264,2,3,2,49000.0,4,0,1,1,9,0,6.0
2200,6,1839,2,5,2,150000.0,0,0,2,2,0,10,16.0
9500,35,2552,2,3,2,33000.0,4,0,1,0,9,4,4.0
800,31,2962,2,6,2,108890.0,0,0,0,2,0,4,19.0
15000,5,2769,3,5,2,60000.0,0,0,2,1,3,0,8.0
10900,3,953,0,3,2,108000.0,0,0,0,2,9,5,7.0
6500,10,4047,2,6,2,133473.0,0,0,2,1,10,10,11.0
9900,11,7647,2,6,2,77448.0,0,0,2,2,11,10,14.0
17500,6,8103,0,6,2,117800.0,5,0,0,1,10,8,10.0
4290,13,6543,0,5,2,189291.0,0,0,1,1,11,9,14.0
9500,35,8722,2,3,2,127932.0,0,0,2,1,10,10,6.0
9900,10,7132,2,5,2,109132.0,0,0,0,1,10,10,9.0
10000,10,3927,0,6,2,66900.0,0,0,2,1,8,5,12.0
4900,35,2067,0,3,2,130000.0,0,0,1,1,9,9,13.0
11900,13,2304,0,3,2,77000.0,0,0,1,0,9,5,4.0
9299,10,3695,0,5,2,163750.0,0,0,0,1,0,9,7.0
8000,11,7667,2,6,2,122849.0,0,0,2,2,11,10,14.0
10900,11,7658,2,6,2,49324.0,0,0,2,2,11,10,13.0
11900,11,7658,2,6,2,46345.0,0,0,2,2,11,10,13.0
9900,11,7647,2,6,2,68587.0,0,0,2,2,11,10,14.0
8500,6,3782,2,6,2,103000.0,0,0,2,2,11,10,12.0
11900,6,3747,2,6,2,92876.0,0,0,2,1,11,10,13.0
17000,10,3233,2,6,2,51236.0,0,0,2,2,11,10,7.0
8900,30,2862,2,6,2,124330.0,0,0,0,1,10,10,9.0
10900,6,3747,2,6,2,130636.0,0,0,2,2,11,10,10.0
7500,6,3782,2,6,2,128121.0,0,0,2,2,11,10,13.0
5900,33,5477,0,3,2,159300.0,0,0,0,1,4,0,9.0
8995,35,5373,0,5,2,153000.0,0,0,0,2,0,5,10.0
5999,22,2831,0,3,2,130000.0,0,0,0,2,0,0,12.0
10900,10,4253,2,6,2,118025.0,0,0,0,1,8,8,12.0
8995,17,6789,0,3,2,64471.0,0,0,0,0,0,8,8.0
5999,10,3589,0,5,2,140000.0,0,0,0,2,0,8,10.0
3200,27,9885,0,5,2,186221.0,0,0,0,1,10,5,14.0
17499,5,3507,0,6,2,92105.0,0,0,0,1,0,10,11.0
6300,27,7391,0,3,2,68451.0,4,0,0,1,0,9,11.0
9850,23,1705,3,5,2,73500.0,5,0,0,1,9,5,9.0
5999,35,7206,0,3,2,156000.0,0,0,0,2,0,10,12.0
3999,18,6574,0,3,2,180000.0,0,0,1,2,9,1,12.0
4999,27,9898,0,5,2,168000.0,0,0,0,2,0,0,16.0
25000,0,9025,0,5,2,45000.0,0,0,0,1,10,5,3.0
6999,13,2620,0,3,2,153000.0,0,0,0,2,0,9,16.0
9995,6,5434,0,5,2,69074.0,0,0,1,1,9,9,8.0
4150,22,1009,2,3,2,122530.0,0,1,1,1,9,9,12.0
16999,10,3718,0,5,2,55000.0,4,0,0,1,0,10,5.0
12995,0,9007,0,5,2,97336.0,0,0,0,2,9,0,9.0
12500,5,8550,0,5,2,74935.0,0,0,1,2,0,0,5.0
3495,23,8291,0,5,2,184525.0,4,0,2,0,2,8,25.0
8100,3,9723,0,5,2,100500.0,0,0,0,2,0,0,9.0
1899,35,2044,2,3,2,307000.0,0,0,1,1,9,1,18.0
12500,8,5203,2,5,2,109100.0,0,0,1,1,5,3,13.0
1950,35,2035,2,3,2,212103.0,0,0,1,2,9,5,16.0
7900,6,3747,0,5,2,172000.0,0,0,2,1,11,10,8.0
9900,6,3749,3,6,2,145000.0,0,0,2,1,11,10,7.0
8990,10,3052,0,6,2,136000.0,0,0,2,1,11,10,11.0
5799,10,3552,0,5,2,165654.0,0,0,1,2,0,8,9.0
9200,15,5021,0,5,2,110300.0,0,0,2,1,9,10,8.0
9999,7,526,0,6,2,126057.0,0,0,2,1,9,5,7.0
18995,20,3501,0,5,2,61138.0,0,0,1,1,9,2,6.0
5850,6,8818,2,6,2,128300.0,0,0,0,1,0,0,19.0
6000,2,1118,2,3,2,126000.0,0,0,0,2,9,0,10.0
4200,13,6832,2,5,2,282434.0,0,0,0,2,0,3,16.0
2999,13,6557,3,5,2,180000.0,0,0,1,1,9,1,13.0
5500,37,9802,2,5,2,161000.0,0,0,1,1,0,10,15.0
11950,10,6346,3,5,2,71558.0,0,1,2,2,3,8,6.0
5995,35,5373,2,5,2,150450.0,0,0,1,1,0,4,15.0
3650,23,1712,2,5,2,164000.0,0,0,2,2,12,9,14.0
9900,33,4811,0,3,2,54000.0,0,0,0,2,0,8,9.0
7500,27,6758,3,5,2,103000.0,0,0,0,1,0,0,10.0
3900,10,4732,2,3,2,125000.0,0,0,1,0,4,1,15.0
3850,4,6698,0,5,2,80000.0,0,0,1,1,9,10,20.0
3290,0,6170,0,5,2,201331.0,0,0,1,1,11,9,15.0
6495,14,7633,0,5,2,112538.0,0,0,1,1,0,1,13.0
1000,36,6701,1,3,2,152000.0,0,0,1,2,9,1,17.0
2999,10,3646,0,6,2,173969.0,0,0,2,1,0,10,15.0
3100,10,6346,1,5,2,126000.0,0,0,2,2,3,0,15.0
8700,27,6099,0,5,2,108135.0,4,0,1,1,9,3,8.0
10500,30,40,3,5,2,94640.0,0,0,2,1,8,10,4.0
9500,23,1716,0,5,2,108000.0,0,0,2,1,3,9,10.0
9500,27,6099,2,5,2,55000.0,0,0,1,1,9,5,7.0
5900,35,2573,2,3,2,118700.0,0,1,1,2,9,0,9.0
15800,3,616,0,3,2,55863.0,0,0,0,2,9,1,5.0
4500,36,6712,0,3,2,78912.0,0,0,1,2,9,1,13.0
5500,22,243,0,3,2,50777.0,1,0,1,3,4,5,6.0
4200,27,8993,2,6,2,190000.0,0,0,0,3,8,0,13.0
9995,10,3852,0,6,2,204055.0,0,1,1,1,10,1,24.0
15900,33,5506,0,3,2,63700.0,0,1,0,2,9,9,9.0
4250,32,9558,2,5,2,126163.0,0,0,1,1,0,1,12.0
4950,6,8387,2,3,2,103170.0,0,0,1,0,9,0,6.0
5500,24,6075,2,3,2,180000.0,0,0,1,3,0,1,10.0
31377,6,3769,0,6,2,4499.0,0,0,2,1,11,10,3.0
9900,13,6832,0,5,2,151000.0,0,0,1,1,0,8,8.0
5500,35,5373,0,3,2,159651.0,0,0,1,2,0,10,13.0
13600,30,290,0,5,0,260000.0,0,0,0,1,10,8,12.0
14900,23,1644,3,3,2,79000.0,0,0,2,0,9,5,6.0
3000,22,430,2,3,2,105700.0,0,1,1,2,9,1,11.0
2950,8,2862,2,6,2,240000.0,0,0,2,2,10,0,13.0
4995,10,3536,0,3,2,143071.0,0,0,2,2,0,8,10.0
12700,0,9030,3,5,2,32500.0,4,0,0,1,9,2,5.0
3800,23,1820,2,3,2,9778.0,0,0,1,2,2,9,21.0
8950,10,3695,0,5,2,82000.0,0,0,0,1,0,10,11.0
6800,13,1330,0,3,2,124504.0,0,0,1,1,9,9,10.0
7500,33,4845,2,3,2,172897.0,0,0,0,2,0,4,10.0
2300,14,8351,2,3,2,139923.0,0,0,0,2,9,10,12.0
